disease,state,year,weeks_reporting,count,population
Pertussis,Maryland,1956,0,0,2773223.0
Pertussis,Maryland,1957,0,0,2851578.0
Pertussis,Maryland,1958,0,0,2932172.0
Pertussis,Maryland,1959,0,0,3015155.0
Pertussis,Maryland,1960,0,0,3100689.0
Pertussis,Maryland,1961,0,0,3188774.0
Pertussis,Maryland,1962,0,0,3278690.0
Pertussis,Maryland,1963,0,0,3369444.0
Pertussis,Maryland,1964,0,0,3459934.0
Pertussis,Maryland,1965,0,0,3548947.0
Pertussis,Maryland,1966,0,0,3635161.0
Pertussis,Maryland,1967,0,0,3717154.0
Pertussis,Maryland,1968,0,0,3793418.0
Pertussis,Maryland,1969,0,0,3862374.0
Pertussis,Maryland,1970,0,0,3922399.0
Pertussis,Maryland,1971,0,0,3972358.0
Pertussis,Maryland,1972,0,0,4013186.0
Pertussis,Maryland,1973,0,0,4046451.0
Pertussis,Maryland,1974,1,1,4073834.0
Pertussis,Maryland,1975,0,0,4097099.0
Pertussis,Maryland,1976,0,0,4118069.0
Pertussis,Maryland,1977,0,0,4138611.0
Pertussis,Maryland,1978,0,0,4160635.0
Pertussis,Maryland,1979,7,8,4186089.0
Pertussis,Maryland,1980,2,3,4216975.0
Pertussis,Maryland,1981,1,1,4254868.0
Pertussis,Maryland,1982,8,37,4299395.0
Pertussis,Maryland,1983,37,18,4349677.0
Pertussis,Maryland,1984,49,78,4404814.0
Pertussis,Maryland,1985,47,184,4463868.0
Pertussis,Maryland,1986,48,168,4525856.0
Pertussis,Maryland,1987,37,25,4589739.0
Pertussis,Maryland,1988,46,48,4654421.0
Pertussis,Maryland,1989,37,78,4718739.0
Pertussis,Maryland,1990,45,65,4781468.0
Pertussis,Maryland,1991,42,59,4841580.0
Pertussis,Maryland,1992,42,39,4899046.0
Pertussis,Maryland,1993,46,142,4954109.0
Pertussis,Maryland,1994,49,82,5007032.0
Pertussis,Maryland,1995,35,25,5058096.0
Pertussis,Maryland,1996,49,221,5107599.0
Pertussis,Maryland,1997,49,106,5155854.0
Pertussis,Maryland,1998,47,54,5203189.0
Pertussis,Maryland,1999,48,88,5249948.0
Pertussis,Maryland,2000,49,101,5296486.0
Pertussis,Maryland,2001,45,48,5343114.0
Pertussis,Maryland,2002,44,66,5389912.0
Pertussis,Maryland,2003,47,73,5436907.0
Pertussis,Maryland,2004,45,130,5484121.0
Pertussis,Maryland,2005,50,191,5531582.0
Pertussis,Maryland,2006,51,82,5579316.0
Pertussis,Maryland,2007,50,77,5627351.0
Pertussis,Maryland,2008,51,117,5675715.0
Pertussis,Maryland,2009,52,79,5724439.0
Pertussis,Maryland,2010,51,84,5773552.0
Pertussis,Maryland,2011,51,82,5823082.0
Pertussis,Massachusetts,1938,51,5691,4294246.0
Pertussis,Massachusetts,1939,52,7388,4302889.0
Pertussis,Massachusetts,1940,51,7943,4316721.0
Pertussis,Massachusetts,1941,51,9549,4336784.0
Pertussis,Massachusetts,1942,51,10525,4362700.0
Pertussis,Massachusetts,1943,52,6521,4393741.0
Pertussis,Massachusetts,1944,52,4262,4429170.0
Pertussis,Massachusetts,1945,52,6749,4468244.0
Pertussis,Massachusetts,1946,51,6476,4510195.0
Pertussis,Massachusetts,1947,51,6857,4554235.0
Pertussis,Massachusetts,1948,52,2964,4599542.0
Pertussis,Massachusetts,1949,52,4630,4645264.0
Pertussis,Massachusetts,1950,51,5509,4690514.0
Pertussis,Massachusetts,1951,47,2224,4734601.0
Pertussis,Massachusetts,1952,48,2059,4777746.0
Pertussis,Massachusetts,1953,49,1729,4820413.0
Pertussis,Massachusetts,1954,52,2719,4863084.0
Pertussis,Massachusetts,1955,51,1454,4906262.0
Pertussis,Massachusetts,1956,0,0,4950465.0
Pertussis,Massachusetts,1957,0,0,4996229.0
Pertussis,Massachusetts,1958,0,0,5044112.0
Pertussis,Massachusetts,1959,0,0,5094694.0
Pertussis,Massachusetts,1960,0,0,5148578.0
Pertussis,Massachusetts,1961,0,0,5206095.0
Pertussis,Massachusetts,1962,0,0,5266371.0
Pertussis,Massachusetts,1963,0,0,5328184.0
Pertussis,Massachusetts,1964,0,0,5390254.0
Pertussis,Massachusetts,1965,0,0,5451239.0
Pertussis,Massachusetts,1966,0,0,5509739.0
Pertussis,Massachusetts,1967,0,0,5564299.0
Pertussis,Massachusetts,1968,0,0,5613418.0
Pertussis,Massachusetts,1969,0,0,5655560.0
Pertussis,Massachusetts,1970,0,0,5689170.0
Pertussis,Massachusetts,1971,0,0,5713201.0
Pertussis,Massachusetts,1972,0,0,5728661.0
Pertussis,Massachusetts,1973,0,0,5737120.0
Pertussis,Massachusetts,1974,3,3,5740187.0
Pertussis,Massachusetts,1975,4,4,5739494.0
Pertussis,Massachusetts,1976,9,9,5736681.0
Pertussis,Massachusetts,1977,7,8,5733391.0
Pertussis,Massachusetts,1978,16,25,5731261.0
Pertussis,Massachusetts,1979,17,25,5731930.0
Pertussis,Massachusetts,1980,16,23,5737037.0
Pertussis,Massachusetts,1981,14,22,5747853.0
Pertussis,Massachusetts,1982,21,31,5764133.0
Pertussis,Massachusetts,1983,47,38,5785257.0
Pertussis,Massachusetts,1984,39,20,5810610.0
Pertussis,Massachusetts,1985,46,52,5839576.0
Pertussis,Massachusetts,1986,50,59,5871532.0
Pertussis,Massachusetts,1987,46,56,5905847.0
Pertussis,Massachusetts,1988,46,68,5941875.0
Pertussis,Massachusetts,1989,34,309,5978960.0
Pertussis,Massachusetts,1990,49,319,6016425.0
Pertussis,Massachusetts,1991,45,160,6053672.0
Pertussis,Massachusetts,1992,43,110,6090458.0
Pertussis,Massachusetts,1993,42,239,6126630.0
Pertussis,Massachusetts,1994,44,241,6162030.0
Pertussis,Massachusetts,1995,51,279,6196500.0
Pertussis,Massachusetts,1996,49,883,6229876.0
Pertussis,Massachusetts,1997,47,261,6261992.0
Pertussis,Massachusetts,1998,47,234,6292681.0
Pertussis,Massachusetts,1999,48,255,6321773.0
Pertussis,Massachusetts,2000,49,458,6349097.0
Pertussis,Massachusetts,2001,46,346,6374540.0
Pertussis,Massachusetts,2002,46,490,6398225.0
Pertussis,Massachusetts,2003,44,982,6420339.0
Pertussis,Massachusetts,2004,46,1563,6441074.0
Pertussis,Massachusetts,2005,48,1360,6460624.0
Pertussis,Massachusetts,2006,50,382,6479187.0
Pertussis,Massachusetts,2007,31,386,6496964.0
Pertussis,Massachusetts,2008,38,117,6514159.0
Pertussis,Massachusetts,2009,43,96,6530978.0
Pertussis,Massachusetts,2010,25,26,6547629.0
Pertussis,Massachusetts,2011,43,97,6564287.0
Pertussis,Michigan,1938,51,13353,5167042.0
Pertussis,Michigan,1939,52,9816,5206124.0
Pertussis,Michigan,1940,50,10991,5256106.0
Pertussis,Michigan,1941,51,15129,5319893.0
Pertussis,Michigan,1942,51,11283,5397246.0
Pertussis,Michigan,1943,52,11823,5487134.0
Pertussis,Michigan,1944,52,4836,5588520.0
Pertussis,Michigan,1945,52,4841,5700322.0
Pertussis,Michigan,1946,52,7367,5821393.0
Pertussis,Michigan,1947,51,9720,5950496.0
Pertussis,Michigan,1948,52,2895,6086276.0
Pertussis,Michigan,1949,52,4034,6227245.0
Pertussis,Michigan,1950,50,8650,6371766.0
Pertussis,Michigan,1951,48,2966,6518280.0
Pertussis,Michigan,1952,48,2316,6666076.0
Pertussis,Michigan,1953,49,2771,6814633.0
Pertussis,Michigan,1954,52,5596,6963388.0
Pertussis,Michigan,1955,51,4198,7111734.0
Pertussis,Michigan,1956,0,0,7259022.0
Pertussis,Michigan,1957,0,0,7404561.0
Pertussis,Michigan,1958,0,0,7547622.0
Pertussis,Michigan,1959,0,0,7687435.0
Pertussis,Michigan,1960,0,0,7823194.0
Pertussis,Michigan,1961,0,0,7954163.0
Pertussis,Michigan,1962,0,0,8079989.0
Pertussis,Michigan,1963,0,0,8200424.0
Pertussis,Michigan,1964,0,0,8315240.0
Pertussis,Michigan,1965,0,0,8424218.0
Pertussis,Michigan,1966,0,0,8527158.0
Pertussis,Michigan,1967,0,0,8623874.0
Pertussis,Michigan,1968,0,0,8714199.0
Pertussis,Michigan,1969,0,0,8797980.0
Pertussis,Michigan,1970,0,0,8875083.0
Pertussis,Michigan,1971,0,0,8945392.0
Pertussis,Michigan,1972,0,0,9008807.0
Pertussis,Michigan,1973,0,0,9065249.0
Pertussis,Michigan,1974,34,94,9114655.0
Pertussis,Michigan,1975,32,93,9156979.0
Pertussis,Michigan,1976,33,68,9192197.0
Pertussis,Michigan,1977,32,73,9220298.0
Pertussis,Michigan,1978,27,47,9241292.0
Pertussis,Michigan,1979,32,102,9255204.0
Pertussis,Michigan,1980,26,37,9262078.0
Pertussis,Michigan,1981,18,29,9262309.0
Pertussis,Michigan,1982,19,30,9257650.0
Pertussis,Michigan,1983,48,45,9250197.0
Pertussis,Michigan,1984,49,31,9242044.0
Pertussis,Michigan,1985,49,56,9235276.0
Pertussis,Michigan,1986,48,40,9231974.0
Pertussis,Michigan,1987,49,55,9234220.0
Pertussis,Michigan,1988,51,39,9244105.0
Pertussis,Michigan,1989,35,48,9263744.0
Pertussis,Michigan,1990,48,82,9295297.0
Pertussis,Michigan,1991,46,36,9340182.0
Pertussis,Michigan,1992,44,16,9396621.0
Pertussis,Michigan,1993,47,104,9462013.0
Pertussis,Michigan,1994,46,49,9533712.0
Pertussis,Michigan,1995,49,126,9609003.0
Pertussis,Michigan,1996,47,52,9685090.0
Pertussis,Michigan,1997,50,51,9759086.0
Pertussis,Michigan,1998,47,58,9828019.0
Pertussis,Michigan,1999,45,47,9888840.0
Pertussis,Michigan,2000,50,98,9938444.0
Pertussis,Michigan,2001,49,74,9974437.0
Pertussis,Michigan,2002,46,67,9997392.0
Pertussis,Michigan,2003,44,104,10008684.0
Pertussis,Michigan,2004,45,295,10009737.0
Pertussis,Michigan,2005,49,296,10002009.0
Pertussis,Michigan,2006,50,173,9986981.0
Pertussis,Michigan,2007,51,148,9966145.0
Pertussis,Michigan,2008,50,131,9940990.0
Pertussis,Michigan,2009,52,235,9912998.0
Pertussis,Michigan,2010,52,363,9883640.0
Pertussis,Michigan,2011,51,225,9854128.0
Pertussis,Minnesota,1938,51,1939,2749560.0
Pertussis,Minnesota,1939,52,2267,2771775.0
Pertussis,Minnesota,1940,51,2367,2792300.0
Pertussis,Minnesota,1941,51,3469,2810838.0
Pertussis,Minnesota,1942,51,2389,2827799.0
Pertussis,Minnesota,1943,52,3376,2843787.0
Pertussis,Minnesota,1944,52,1694,2859423.0
Pertussis,Minnesota,1945,51,910,2875341.0
Pertussis,Minnesota,1946,52,517,2892190.0
Pertussis,Minnesota,1947,51,2533,2910633.0
Pertussis,Minnesota,1948,50,748,2931354.0
Pertussis,Minnesota,1949,42,183,2955059.0
Pertussis,Minnesota,1950,51,1303,2982483.0
Pertussis,Minnesota,1951,44,346,3014182.0
Pertussis,Minnesota,1952,46,241,3049877.0
Pertussis,Minnesota,1953,39,157,3089068.0
Pertussis,Minnesota,1954,52,1106,3131234.0
Pertussis,Minnesota,1955,51,588,3175830.0
Pertussis,Minnesota,1956,0,0,3222280.0
Pertussis,Minnesota,1957,0,0,3269975.0
Pertussis,Minnesota,1958,0,0,3318269.0
Pertussis,Minnesota,1959,0,0,3366474.0
Pertussis,Minnesota,1960,0,0,3413864.0
Pertussis,Minnesota,1961,0,0,3459807.0
Pertussis,Minnesota,1962,0,0,3504178.0
Pertussis,Minnesota,1963,0,0,3546986.0
Pertussis,Minnesota,1964,0,0,3588248.0
Pertussis,Minnesota,1965,0,0,3627986.0
Pertussis,Minnesota,1966,0,0,3666227.0
Pertussis,Minnesota,1967,0,0,3703005.0
Pertussis,Minnesota,1968,0,0,3738359.0
Pertussis,Minnesota,1969,0,0,3772331.0
Pertussis,Minnesota,1970,0,0,3804971.0
Pertussis,Minnesota,1971,0,0,3836336.0
Pertussis,Minnesota,1972,0,0,3866503.0
Pertussis,Minnesota,1973,0,0,3895559.0
Pertussis,Minnesota,1974,2,2,3923594.0
Pertussis,Minnesota,1975,1,1,3950704.0
Pertussis,Minnesota,1976,4,4,3976988.0
Pertussis,Minnesota,1977,5,5,4002548.0
Pertussis,Minnesota,1978,10,24,4027491.0
Pertussis,Minnesota,1979,5,12,4051928.0
Pertussis,Minnesota,1980,14,25,4075970.0
Pertussis,Minnesota,1981,13,16,4099784.0
Pertussis,Minnesota,1982,14,36,4123744.0
Pertussis,Minnesota,1983,40,49,4148282.0
Pertussis,Minnesota,1984,52,20,4173842.0
Pertussis,Minnesota,1985,48,135,4200877.0
Pertussis,Minnesota,1986,50,46,4229856.0
Pertussis,Minnesota,1987,48,14,4261259.0
Pertussis,Minnesota,1988,44,102,4295584.0
Pertussis,Minnesota,1989,23,26,4333351.0
Pertussis,Minnesota,1990,28,52,4375099.0
Pertussis,Minnesota,1991,47,80,4421188.0
Pertussis,Minnesota,1992,41,54,4471153.0
Pertussis,Minnesota,1993,36,331,4524296.0
Pertussis,Minnesota,1994,41,88,4579891.0
Pertussis,Minnesota,1995,40,155,4637177.0
Pertussis,Minnesota,1996,46,313,4695352.0
Pertussis,Minnesota,1997,48,365,4753574.0
Pertussis,Minnesota,1998,47,350,4810960.0
Pertussis,Minnesota,1999,33,215,4866583.0
Pertussis,Minnesota,2000,49,392,4919479.0
Pertussis,Minnesota,2001,35,166,4968871.0
Pertussis,Minnesota,2002,44,362,5014853.0
Pertussis,Minnesota,2003,40,119,5057759.0
Pertussis,Minnesota,2004,42,484,5097943.0
Pertussis,Minnesota,2005,47,1062,5135781.0
Pertussis,Minnesota,2006,35,119,5171661.0
Pertussis,Minnesota,2007,22,200,5205991.0
Pertussis,Minnesota,2008,37,194,5239188.0
Pertussis,Minnesota,2009,40,189,5271685.0
Pertussis,Minnesota,2010,34,718,5303925.0
Pertussis,Minnesota,2011,33,290,5336285.0
Pertussis,Mississippi,1938,2,0,2165971.0
Pertussis,Mississippi,1939,0,0,2176105.0
Pertussis,Mississippi,1940,0,0,2183796.0
Pertussis,Mississippi,1941,0,0,2189023.0
Pertussis,Mississippi,1942,4,0,2192050.0
Pertussis,Mississippi,1943,0,0,2193220.0
Pertussis,Mississippi,1944,7,0,2192882.0
Pertussis,Mississippi,1945,3,0,2191387.0
Pertussis,Mississippi,1946,0,0,2189089.0
Pertussis,Mississippi,1947,39,340,2186342.0
Pertussis,Mississippi,1948,38,144,2183497.0
Pertussis,Mississippi,1949,48,268,2180905.0
Pertussis,Mississippi,1950,46,240,2178914.0
Pertussis,Mississippi,1951,47,485,2177781.0
Pertussis,Mississippi,1952,48,395,2177401.0
Pertussis,Mississippi,1953,40,149,2177580.0
Pertussis,Mississippi,1954,43,256,2178123.0
Pertussis,Mississippi,1955,46,245,2178836.0
Pertussis,Mississippi,1956,0,0,2179524.0
Pertussis,Mississippi,1957,0,0,2179993.0
Pertussis,Mississippi,1958,0,0,2180049.0
Pertussis,Mississippi,1959,0,0,2179496.0
Pertussis,Mississippi,1960,0,0,2178141.0
Pertussis,Mississippi,1961,0,0,2175930.0
Pertussis,Mississippi,1962,0,0,2173363.0
Pertussis,Mississippi,1963,0,0,2171080.0
Pertussis,Mississippi,1964,0,0,2169716.0
Pertussis,Mississippi,1965,0,0,2169904.0
Pertussis,Mississippi,1966,0,0,2172283.0
Pertussis,Mississippi,1967,0,0,2177498.0
Pertussis,Mississippi,1968,0,0,2186210.0
Pertussis,Mississippi,1969,0,0,2199107.0
Pertussis,Mississippi,1970,0,0,2216912.0
Pertussis,Mississippi,1971,0,0,2240093.0
Pertussis,Mississippi,1972,0,0,2267931.0
Pertussis,Mississippi,1973,0,0,2299378.0
Pertussis,Mississippi,1974,5,9,2333345.0
Pertussis,Mississippi,1975,28,48,2368679.0
Pertussis,Mississippi,1976,8,9,2404161.0
Pertussis,Mississippi,1977,8,18,2438493.0
Pertussis,Mississippi,1978,7,8,2470310.0
Pertussis,Mississippi,1979,6,6,2498182.0
Pertussis,Mississippi,1980,11,16,2520638.0
Pertussis,Mississippi,1981,4,4,2536625.0
Pertussis,Mississippi,1982,11,14,2546867.0
Pertussis,Mississippi,1983,36,6,2552581.0
Pertussis,Mississippi,1984,34,4,2555028.0
Pertussis,Mississippi,1985,34,7,2555489.0
Pertussis,Mississippi,1986,11,1,2555253.0
Pertussis,Mississippi,1987,50,6,2555611.0
Pertussis,Mississippi,1988,44,3,2557854.0
Pertussis,Mississippi,1989,25,3,2563283.0
Pertussis,Mississippi,1990,37,7,2573216.0
Pertussis,Mississippi,1991,13,2,2588637.0
Pertussis,Mississippi,1992,22,1,2609061.0
Pertussis,Mississippi,1993,30,11,2633634.0
Pertussis,Mississippi,1994,34,6,2661489.0
Pertussis,Mississippi,1995,17,2,2691731.0
Pertussis,Mississippi,1996,44,10,2723431.0
Pertussis,Mississippi,1997,47,13,2755617.0
Pertussis,Mississippi,1998,18,0,2787267.0
Pertussis,Mississippi,1999,34,1,2817317.0
Pertussis,Mississippi,2000,38,0,2844658.0
Pertussis,Mississippi,2001,41,3,2868392.0
Pertussis,Mississippi,2002,23,2,2888593.0
Pertussis,Mississippi,2003,40,4,2905600.0
Pertussis,Mississippi,2004,44,15,2919774.0
Pertussis,Mississippi,2005,44,42,2931493.0
Pertussis,Mississippi,2006,47,28,2941149.0
Pertussis,Mississippi,2007,49,191,2949145.0
Pertussis,Mississippi,2008,50,71,2955890.0
Pertussis,Mississippi,2009,50,57,2961800.0
Pertussis,Mississippi,2010,44,65,2967297.0
Pertussis,Mississippi,2011,44,40,2972733.0
Pertussis,Missouri,1938,51,1994,3759515.0
Pertussis,Missouri,1939,52,1299,3772213.0
Pertussis,Missouri,1940,51,1486,3784664.0
Pertussis,Missouri,1941,51,1782,3797059.0
Pertussis,Missouri,1942,51,842,3809668.0
Pertussis,Missouri,1943,52,1268,3822787.0
Pertussis,Missouri,1944,52,938,3836713.0
Pertussis,Missouri,1945,52,887,3851750.0
Pertussis,Missouri,1946,51,659,3868207.0
Pertussis,Missouri,1947,51,1460,3886398.0
Pertussis,Missouri,1948,49,720,3906646.0
Pertussis,Missouri,1949,52,342,3929284.0
Pertussis,Missouri,1950,51,1335,3954653.0
Pertussis,Missouri,1951,47,549,3982994.0
Pertussis,Missouri,1952,48,464,4014093.0
Pertussis,Missouri,1953,43,202,4047615.0
Pertussis,Missouri,1954,51,542,4083217.0
Pertussis,Missouri,1955,50,492,4120546.0
Pertussis,Missouri,1956,0,0,4159236.0
Pertussis,Missouri,1957,0,0,4198909.0
Pertussis,Missouri,1958,0,0,4239172.0
Pertussis,Missouri,1959,0,0,4279615.0
Pertussis,Missouri,1960,0,0,4319813.0
Pertussis,Missouri,1961,0,0,4359394.0
Pertussis,Missouri,1962,0,0,4398241.0
Pertussis,Missouri,1963,0,0,4436305.0
Pertussis,Missouri,1964,0,0,4473534.0
Pertussis,Missouri,1965,0,0,4509877.0
Pertussis,Missouri,1966,0,0,4545284.0
Pertussis,Missouri,1967,0,0,4579701.0
Pertussis,Missouri,1968,0,0,4613078.0
Pertussis,Missouri,1969,0,0,4645362.0
Pertussis,Missouri,1970,0,0,4676501.0
Pertussis,Missouri,1971,0,0,4706447.0
Pertussis,Missouri,1972,0,0,4735161.0
Pertussis,Missouri,1973,0,0,4762611.0
Pertussis,Missouri,1974,15,27,4788763.0
Pertussis,Missouri,1975,23,74,4813585.0
Pertussis,Missouri,1976,15,26,4837046.0
Pertussis,Missouri,1977,18,37,4859115.0
Pertussis,Missouri,1978,13,24,4879764.0
Pertussis,Missouri,1979,10,12,4898963.0
Pertussis,Missouri,1980,16,27,4916686.0
Pertussis,Missouri,1981,7,11,4933014.0
Pertussis,Missouri,1982,11,16,4948457.0
Pertussis,Missouri,1983,49,18,4963641.0
Pertussis,Missouri,1984,48,20,4979200.0
Pertussis,Missouri,1985,48,34,4995774.0
Pertussis,Missouri,1986,45,25,5014014.0
Pertussis,Missouri,1987,49,44,5034581.0
Pertussis,Missouri,1988,47,20,5058149.0
Pertussis,Missouri,1989,26,20,5085409.0
Pertussis,Missouri,1990,43,60,5117073.0
Pertussis,Missouri,1991,47,56,5153640.0
Pertussis,Missouri,1992,42,78,5194663.0
Pertussis,Missouri,1993,47,84,5239450.0
Pertussis,Missouri,1994,47,29,5287287.0
Pertussis,Missouri,1995,47,52,5337439.0
Pertussis,Missouri,1996,37,56,5389146.0
Pertussis,Missouri,1997,40,61,5441615.0
Pertussis,Missouri,1998,41,27,5494023.0
Pertussis,Missouri,1999,47,64,5545517.0
Pertussis,Missouri,2000,49,98,5595211.0
Pertussis,Missouri,2001,50,73,5642386.0
Pertussis,Missouri,2002,46,140,5687091.0
Pertussis,Missouri,2003,47,158,5729584.0
Pertussis,Missouri,2004,43,522,5770132.0
Pertussis,Missouri,2005,48,567,5809016.0
Pertussis,Missouri,2006,51,127,5846524.0
Pertussis,Missouri,2007,50,74,5882957.0
Pertussis,Missouri,2008,52,260,5918623.0
Pertussis,Missouri,2009,52,365,5953838.0
Pertussis,Missouri,2010,52,306,5988927.0
Pertussis,Missouri,2011,52,243,6024167.0
Pertussis,Montana,1938,50,2347,552556.0
Pertussis,Montana,1939,52,766,556175.0
Pertussis,Montana,1940,51,232,559456.0
Pertussis,Montana,1941,51,1003,562236.0
Pertussis,Montana,1942,51,980,564618.0
Pertussis,Montana,1943,52,1035,566777.0
Pertussis,Montana,1944,52,783,568892.0
Pertussis,Montana,1945,51,414,571143.0
Pertussis,Montana,1946,47,208,573713.0
Pertussis,Montana,1947,50,530,576790.0
Pertussis,Montana,1948,47,304,580566.0
Pertussis,Montana,1949,31,92,585241.0
Pertussis,Montana,1950,46,631,591024.0
Pertussis,Montana,1951,47,456,598055.0
Pertussis,Montana,1952,46,316,606160.0
Pertussis,Montana,1953,30,154,615076.0
Pertussis,Montana,1954,37,147,624526.0
Pertussis,Montana,1955,43,337,634218.0
Pertussis,Montana,1956,0,0,643840.0
Pertussis,Montana,1957,0,0,653061.0
Pertussis,Montana,1958,0,0,661533.0
Pertussis,Montana,1959,0,0,668893.0
Pertussis,Montana,1960,0,0,674767.0
Pertussis,Montana,1961,0,0,678901.0
Pertussis,Montana,1962,0,0,681529.0
Pertussis,Montana,1963,0,0,683025.0
Pertussis,Montana,1964,0,0,683772.0
Pertussis,Montana,1965,0,0,684157.0
Pertussis,Montana,1966,0,0,684571.0
Pertussis,Montana,1967,0,0,685406.0
Pertussis,Montana,1968,0,0,687055.0
Pertussis,Montana,1969,0,0,689919.0
Pertussis,Montana,1970,0,0,694409.0
Pertussis,Montana,1971,0,0,700821.0
Pertussis,Montana,1972,0,0,708926.0
Pertussis,Montana,1973,0,0,718357.0
Pertussis,Montana,1974,2,8,728732.0
Pertussis,Montana,1975,8,14,739650.0
Pertussis,Montana,1976,0,0,750689.0
Pertussis,Montana,1977,2,2,761397.0
Pertussis,Montana,1978,9,12,771300.0
Pertussis,Montana,1979,10,13,779902.0
Pertussis,Montana,1980,3,4,786690.0
Pertussis,Montana,1981,6,11,791300.0
Pertussis,Montana,1982,1,1,793988.0
Pertussis,Montana,1983,47,1,795180.0
Pertussis,Montana,1984,49,22,795319.0
Pertussis,Montana,1985,44,10,794850.0
Pertussis,Montana,1986,32,19,794221.0
Pertussis,Montana,1987,40,7,793880.0
Pertussis,Montana,1988,42,4,794273.0
Pertussis,Montana,1989,29,43,795849.0
Pertussis,Montana,1990,32,36,799065.0
Pertussis,Montana,1991,22,6,804268.0
Pertussis,Montana,1992,31,8,811322.0
Pertussis,Montana,1993,25,11,819972.0
Pertussis,Montana,1994,40,11,829960.0
Pertussis,Montana,1995,48,9,841021.0
Pertussis,Montana,1996,46,36,852879.0
Pertussis,Montana,1997,41,20,865242.0
Pertussis,Montana,1998,45,13,877803.0
Pertussis,Montana,1999,42,2,890236.0
Pertussis,Montana,2000,45,35,902195.0
Pertussis,Montana,2001,42,50,913392.0
Pertussis,Montana,2002,46,4,923821.0
Pertussis,Montana,2003,24,4,933555.0
Pertussis,Montana,2004,44,72,942672.0
Pertussis,Montana,2005,50,564,951256.0
Pertussis,Montana,2006,51,96,959396.0
Pertussis,Montana,2007,49,45,967183.0
Pertussis,Montana,2008,50,72,974715.0
Pertussis,Montana,2009,45,53,982091.0
Pertussis,Montana,2010,48,110,989415.0
Pertussis,Montana,2011,47,118,996776.0
Pertussis,Nebraska,1938,51,539,1329451.0
Pertussis,Nebraska,1939,52,539,1322077.0
Pertussis,Nebraska,1940,51,446,1315834.0
Pertussis,Nebraska,1941,51,674,1311046.0
Pertussis,Nebraska,1942,51,458,1307714.0
Pertussis,Nebraska,1943,52,602,1305765.0
Pertussis,Nebraska,1944,51,574,1305130.0
Pertussis,Nebraska,1945,52,229,1305745.0
Pertussis,Nebraska,1946,43,193,1307547.0
Pertussis,Nebraska,1947,48,649,1310480.0
Pertussis,Nebraska,1948,43,296,1314486.0
Pertussis,Nebraska,1949,26,115,1319514.0
Pertussis,Nebraska,1950,45,281,1325510.0
Pertussis,Nebraska,1951,29,131,1332408.0
Pertussis,Nebraska,1952,40,158,1340082.0
Pertussis,Nebraska,1953,27,53,1348386.0
Pertussis,Nebraska,1954,0,0,1357173.0
Pertussis,Nebraska,1955,1,1,1366293.0
Pertussis,Nebraska,1956,0,0,1375592.0
Pertussis,Nebraska,1957,0,0,1384910.0
Pertussis,Nebraska,1958,0,0,1394085.0
Pertussis,Nebraska,1959,0,0,1402949.0
Pertussis,Nebraska,1960,0,0,1411330.0
Pertussis,Nebraska,1961,0,0,1419107.0
Pertussis,Nebraska,1962,0,0,1426365.0
Pertussis,Nebraska,1963,0,0,1433248.0
Pertussis,Nebraska,1964,0,0,1439901.0
Pertussis,Nebraska,1965,0,0,1446472.0
Pertussis,Nebraska,1966,0,0,1453112.0
Pertussis,Nebraska,1967,0,0,1459975.0
Pertussis,Nebraska,1968,0,0,1467219.0
Pertussis,Nebraska,1969,0,0,1475004.0
Pertussis,Nebraska,1970,0,0,1483493.0
Pertussis,Nebraska,1971,0,0,1492783.0
Pertussis,Nebraska,1972,0,0,1502682.0
Pertussis,Nebraska,1973,0,0,1512919.0
Pertussis,Nebraska,1974,3,4,1523216.0
Pertussis,Nebraska,1975,0,0,1533288.0
Pertussis,Nebraska,1976,1,1,1542842.0
Pertussis,Nebraska,1977,1,1,1551580.0
Pertussis,Nebraska,1978,1,1,1559195.0
Pertussis,Nebraska,1979,3,3,1565380.0
Pertussis,Nebraska,1980,0,0,1569825.0
Pertussis,Nebraska,1981,0,0,1572348.0
Pertussis,Nebraska,1982,0,0,1573274.0
Pertussis,Nebraska,1983,11,2,1573062.0
Pertussis,Nebraska,1984,41,11,1572171.0
Pertussis,Nebraska,1985,31,9,1571064.0
Pertussis,Nebraska,1986,18,10,1570199.0
Pertussis,Nebraska,1987,25,1,1570038.0
Pertussis,Nebraska,1988,0,0,1571038.0
Pertussis,Nebraska,1989,26,8,1573664.0
Pertussis,Nebraska,1990,47,10,1578385.0
Pertussis,Nebraska,1991,47,9,1585548.0
Pertussis,Nebraska,1992,43,17,1594962.0
Pertussis,Nebraska,1993,45,15,1606305.0
Pertussis,Nebraska,1994,44,10,1619252.0
Pertussis,Nebraska,1995,41,14,1633470.0
Pertussis,Nebraska,1996,31,15,1648618.0
Pertussis,Nebraska,1997,46,14,1664345.0
Pertussis,Nebraska,1998,43,15,1680284.0
